student_number,course,birthdate,nationality,civil_status,gender,municipality,payment_status,balance,has_scholarship,number_of_units_enrolled,academic_probation_status,last_term_GWA,will_graduate
24-2465,Cybersecurity (BSCSEC),2001-05-08,Filipino,Single,Male,Quezon City,Paid,0,False,24,advising,3.0,No
24-3500,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2005-06-13,Filipino,Single,Male,Antipolo,Paid,0,False,24,,4.0,Yes
24-1589,Business Solutions & Applications (BSBA‑BSAA),2000-06-23,Filipino,Single,Male,Pasay,Paid,0,False,21,,3.5,Yes
24-7363,Business Intelligence & Analytics (BSBA‑BIA),2004-06-07,Filipino,Single,Male,Bacoor,Paid,0,False,24,,4.0,Yes
24-7348,Cybersecurity (BSCSEC),2003-04-25,Filipino,Single,Male,Rodriguez,Paid,0,False,15,,4.0,Yes
24-5134,Business Solutions & Applications (BSBA‑BSAA),2000-04-27,Filipino,Single,Female,Pasay,Paid,0,False,24,,4.0,Yes
24-9055,Human Resource Management (BSBA‑HRM),2003-02-20,Filipino,Single,Male,Cainta,Paid,0,True,15,,2.0,Yes
24-5971,Human Resource Management (BSBA‑HRM),2002-02-02,Filipino,Single,Female,Parañaque,Paid,0,True,24,,3.5,Yes
24-1573,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2004-08-26,Filipino,Single,Male,Malabon,Paid,0,False,18,,2.0,No
24-5475,Business Solutions & Applications (BSBA‑BSAA),2007-02-24,Filipino,Single,Female,Imus,Paid,0,False,24,,3.5,Yes
24-1217,Human Resource Management (BSBA‑HRM),2001-05-23,Filipino,Single,Female,Manila,With Balance,16162,False,18,,2.0,No
24-1722,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2006-09-23,Filipino,Single,Male,Las Piñas,Paid,0,False,24,,3.0,Yes
24-7115,Information Systems (BS‑IS),2002-06-24,Filipino,Single,Female,Parañaque,Paid,0,False,21,restrictions,3.0,No
24-9102,Information Systems (BS‑IS),2006-02-20,Filipino,Single,Female,Bacoor,With Balance,38239,False,18,,3.5,Yes
24-3376,Human Resource Management (BSBA‑HRM),2002-10-05,Japanese,Single,Female,Makati,With Balance,26429,False,15,,3.0,Yes
24-5173,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2002-12-08,Filipino,Single,Female,Taguig,With Balance,22233,False,24,,2.0,No
24-4589,Human Resource Management (BSBA‑HRM),2001-04-21,Filipino,Single,Male,Manila,With Balance,36212,False,15,,2.0,No
24-6022,Business Solutions & Applications (BSBA‑BSAA),2003-09-21,Filipino,Single,Male,Manila,Paid,0,True,15,,2.0,Yes
24-2168,Business Intelligence & Analytics (BSBA‑BIA),2001-07-12,Filipino,Single,Female,Muntinlupa,Paid,0,False,24,,2.0,No
24-1686,Information Systems (BS‑IS),2007-06-12,Filipino,Single,Female,San Mateo,Paid,0,False,21,,3.0,Yes
24-1447,Human Resource Management (BSBA‑HRM),2001-08-09,Filipino,Single,Male,Navotas,Paid,0,False,24,monitoring,3.0,No
24-8392,Business Solutions & Applications (BSBA‑BSAA),2000-11-05,Filipino,Single,Male,Antipolo,Paid,0,False,24,,3.0,Yes
24-9776,Information Systems (BS‑IS),2001-12-17,Filipino,Single,Female,Mandaluyong,Paid,0,True,21,,3.0,Yes
24-2258,Business Intelligence & Analytics (BSBA‑BIA),2000-07-25,Filipino,Single,Male,Pasay,Paid,0,True,18,,2.0,Yes
24-9083,Business Solutions & Applications (BSBA‑BSAA),2001-02-06,Filipino,Single,Male,Navotas,With Balance,24089,False,15,,2.0,No
24-7034,Information Systems (BS‑IS),2007-01-09,Filipino,Single,Male,Makati,Paid,0,True,21,,3.0,Yes
24-4985,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2001-01-06,Filipino,Single,Male,Navotas,Paid,0,False,21,,1.0,No
24-4039,Human Resource Management (BSBA‑HRM),2000-04-07,Filipino,Single,Female,Manila,Paid,0,False,15,restrictions,3.5,No
24-9692,Business Intelligence & Analytics (BSBA‑BIA),2002-06-08,Filipino,Single,Male,Imus,Paid,0,False,15,,3.0,Yes
24-9870,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2002-09-05,Filipino,Single,Male,Rodriguez,Paid,0,False,24,,3.5,Yes
24-4692,Cybersecurity (BSCSEC),2006-01-28,Filipino,Single,Male,Imus,Paid,0,False,24,,2.0,No
24-3086,Human Resource Management (BSBA‑HRM),2006-11-28,Filipino,Single,Female,Malabon,Paid,0,False,15,,3.0,Yes
24-3384,Cybersecurity (BSCSEC),2004-07-09,Filipino,Single,Female,Las Piñas,Paid,0,False,21,,3.5,Yes
24-8991,Human Resource Management (BSBA‑HRM),2002-08-11,Filipino,Single,Female,San Mateo,Paid,0,False,21,,2.0,No
24-5734,Human Resource Management (BSBA‑HRM),2005-04-19,Filipino,Married,Male,Muntinlupa,Paid,0,False,21,,3.0,Yes
24-4085,Cybersecurity (BSCSEC),2002-12-10,Filipino,Single,Female,Caloocan,Paid,0,False,18,restrictions,2.0,No
24-5047,Business Solutions & Applications (BSBA‑BSAA),2005-03-21,Filipino,Single,Female,Malabon,With Balance,25043,False,21,restrictions,4.0,No
24-3038,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2006-01-03,Filipino,Single,Female,Navotas,Paid,0,False,21,,3.5,Yes
24-5353,Business Intelligence & Analytics (BSBA‑BIA),2007-10-04,Filipino,Single,Male,Pasig,Paid,0,False,15,advising,3.5,No
24-9986,Human Resource Management (BSBA‑HRM),2001-12-22,Filipino,Single,Male,Manila,With Balance,33578,False,21,,4.0,Yes
24-4611,Information Systems (BS‑IS),2004-09-12,Filipino,Single,Female,San Juan,With Balance,22559,False,18,,4.0,Yes
24-3627,Business Intelligence & Analytics (BSBA‑BIA),2004-08-04,Filipino,Single,Male,San Juan,Paid,0,False,18,,3.5,Yes
24-1051,Business Solutions & Applications (BSBA‑BSAA),2006-08-07,Filipino,Single,Female,Navotas,With Balance,22598,False,24,monitoring,4.0,No
24-9053,Human Resource Management (BSBA‑HRM),2005-06-01,Filipino,Single,Female,Cainta,Paid,0,False,15,,3.0,Yes
24-7187,Business Intelligence & Analytics (BSBA‑BIA),2003-06-12,Filipino,Single,Female,San Juan,With Balance,10795,False,18,,4.0,Yes
24-1358,Human Resource Management (BSBA‑HRM),2006-01-16,Filipino,Single,Female,Makati,Paid,0,False,21,,1.0,No
24-8840,Business Intelligence & Analytics (BSBA‑BIA),2003-01-13,Filipino,Single,Male,Mandaluyong,Paid,0,True,15,,3.0,Yes
24-5180,Human Resource Management (BSBA‑HRM),2006-05-28,Filipino,Single,Female,Mandaluyong,Paid,0,False,15,,3.0,Yes
24-3882,Business Solutions & Applications (BSBA‑BSAA),2006-03-08,Filipino,Single,Male,Makati,Paid,0,False,18,,3.0,Yes
24-7044,Cybersecurity (BSCSEC),2002-04-26,Filipino,Single,Female,Antipolo,Paid,0,False,15,,4.0,Yes
24-8685,Business Intelligence & Analytics (BSBA‑BIA),2005-10-26,Filipino,Single,Male,Taguig,Paid,0,False,15,monitoring,4.0,No
24-5705,Human Resource Management (BSBA‑HRM),2006-09-18,Filipino,Single,Female,Bacoor,Paid,0,False,24,,3.0,Yes
24-7679,Business Intelligence & Analytics (BSBA‑BIA),2002-01-07,Filipino,Married,Female,Taguig,Paid,0,False,24,,4.0,Yes
24-4255,Cybersecurity (BSCSEC),2002-08-28,Filipino,Single,Male,Bacoor,Paid,0,False,18,advising,2.0,No
24-5143,Human Resource Management (BSBA‑HRM),2007-06-07,Filipino,Single,Male,San Juan,With Balance,13318,False,21,,3.5,Yes
24-7333,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2001-10-10,Filipino,Single,Female,Quezon City,With Balance,25710,False,15,,4.0,Yes
24-9302,Business Intelligence & Analytics (BSBA‑BIA),2002-12-23,Filipino,Single,Male,Bacoor,Paid,0,False,24,,3.0,Yes
24-6684,Information Systems (BS‑IS),2000-09-19,Filipino,Single,Female,Valenzuela,Paid,0,False,15,,4.0,Yes
24-7191,Business Solutions & Applications (BSBA‑BSAA),2004-03-05,Filipino,Single,Female,Marikina,Paid,0,False,21,advising,4.0,No
24-4172,Human Resource Management (BSBA‑HRM),2002-07-18,Filipino,Married,Male,Manila,Paid,0,False,15,,3.5,Yes
24-2082,Business Solutions & Applications (BSBA‑BSAA),2002-11-16,Filipino,Single,Female,Cainta,Paid,0,False,24,,3.5,Yes
24-9977,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2005-11-22,Filipino,Single,Female,Cainta,Paid,0,False,15,,3.5,Yes
24-9336,Business Solutions & Applications (BSBA‑BSAA),2006-01-19,Filipino,Single,Male,Pasig,With Balance,17174,False,18,,4.0,Yes
24-2615,Information Systems (BS‑IS),2006-12-13,Filipino,Single,Male,San Juan,Paid,0,False,15,,2.0,No
24-1932,Human Resource Management (BSBA‑HRM),2002-07-16,Japanese,Single,Female,Taguig,Paid,0,False,24,,3.5,Yes
24-4506,Human Resource Management (BSBA‑HRM),2004-04-20,Filipino,Single,Female,Rodriguez,Paid,0,False,15,restrictions,4.0,No
24-9853,Human Resource Management (BSBA‑HRM),2002-01-01,Filipino,Single,Female,Parañaque,With Balance,32937,False,21,,4.0,Yes
24-3706,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2000-10-03,Vietnamese,Single,Male,Mandaluyong,With Balance,26068,False,15,,3.5,Yes
24-9619,Business Intelligence & Analytics (BSBA‑BIA),2002-02-15,Filipino,Single,Male,Malabon,Paid,0,False,15,,3.5,Yes
24-3667,Information Systems (BS‑IS),2005-09-10,Filipino,Single,Female,Valenzuela,Paid,0,False,21,,4.0,Yes
24-8557,Business Intelligence & Analytics (BSBA‑BIA),2001-01-19,Filipino,Single,Female,Pasig,Paid,0,False,21,,3.0,Yes
24-8890,Human Resource Management (BSBA‑HRM),2004-12-07,Filipino,Single,Female,Mandaluyong,Paid,0,False,15,monitoring,3.5,No
24-9152,Human Resource Management (BSBA‑HRM),2005-08-05,Filipino,Single,Female,Imus,With Balance,28565,False,18,advising,1.0,No
24-7812,Business Intelligence & Analytics (BSBA‑BIA),2005-03-02,Filipino,Single,Female,Marikina,With Balance,23692,False,15,,3.0,Yes
24-6619,Cybersecurity (BSCSEC),2000-02-16,Filipino,Single,Male,Caloocan,Paid,0,False,21,,2.0,No
24-4222,Human Resource Management (BSBA‑HRM),2000-08-24,Filipino,Single,Female,Quezon City,Paid,0,False,15,,2.0,No
24-8594,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2003-06-27,Filipino,Single,Female,Bacoor,With Balance,31903,False,21,,4.0,Yes
24-4755,Business Intelligence & Analytics (BSBA‑BIA),2007-04-13,Filipino,Single,Male,Marikina,With Balance,23656,False,15,,1.0,No
24-6016,Cybersecurity (BSCSEC),2007-10-07,Filipino,Single,Male,San Juan,Paid,0,False,21,,3.0,Yes
24-1232,Information Systems (BS‑IS),2003-08-01,Filipino,Single,Female,Mandaluyong,Paid,0,False,24,,3.5,Yes
24-3685,Human Resource Management (BSBA‑HRM),2004-05-18,Filipino,Single,Male,Pasig,With Balance,10109,False,18,monitoring,1.0,No
24-8393,Business Solutions & Applications (BSBA‑BSAA),2007-09-04,Filipino,Single,Male,Parañaque,Paid,0,False,24,,3.0,Yes
24-5100,Cybersecurity (BSCSEC),2001-02-06,Filipino,Single,Male,Malabon,With Balance,21514,False,15,,3.5,Yes
24-8084,Business Intelligence & Analytics (BSBA‑BIA),2006-04-06,Filipino,Single,Male,San Juan,With Balance,35584,False,24,,3.5,Yes
24-6279,Information Systems (BS‑IS),2000-01-15,Filipino,Single,Male,Imus,Paid,0,False,24,,4.0,Yes
24-6163,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2001-10-17,Filipino,Single,Male,Malabon,With Balance,33786,False,21,advising,3.0,No
24-6194,Business Solutions & Applications (BSBA‑BSAA),2006-05-02,Filipino,Single,Female,Imus,Paid,0,False,21,,1.0,No
24-5598,Business Solutions & Applications (BSBA‑BSAA),2001-09-12,Filipino,Single,Female,Valenzuela,Paid,0,True,21,,3.0,Yes
24-3251,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2001-06-04,Filipino,Single,Female,Muntinlupa,Paid,0,False,18,,4.0,Yes
24-1804,Business Solutions & Applications (BSBA‑BSAA),2001-12-18,Filipino,Single,Female,San Mateo,Paid,0,False,24,,4.0,Yes
24-7884,Business Intelligence & Analytics (BSBA‑BIA),2000-03-03,Filipino,Single,Male,Taguig,Paid,0,False,21,,4.0,Yes
24-3601,Human Resource Management (BSBA‑HRM),2003-02-11,Filipino,Single,Male,Bacoor,Paid,0,False,18,,1.0,No
24-9350,Business Solutions & Applications (BSBA‑BSAA),2004-10-26,Filipino,Single,Female,San Mateo,Paid,0,False,24,,3.0,Yes
24-6640,Business Intelligence & Analytics (BSBA‑BIA),2006-10-10,Filipino,Single,Male,Valenzuela,Paid,0,False,15,,3.5,Yes
24-4132,Cybersecurity (BSCSEC),2002-11-19,Filipino,Single,Male,Quezon City,Paid,0,False,15,,3.0,Yes
24-3178,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2001-10-01,Filipino,Single,Male,Valenzuela,Paid,0,False,18,restrictions,3.0,No
24-7041,Business Solutions & Applications (BSBA‑BSAA),2004-08-22,Filipino,Single,Male,Pasay,With Balance,38118,False,18,,2.0,No
24-8167,Business Intelligence & Analytics (BSBA‑BIA),1993-03-02,Filipino,Single,Female,Antipolo,Paid,0,False,21,monitoring,4.0,No
24-1225,Human Resource Management (BSBA‑HRM),2001-10-15,Filipino,Single,Female,Caloocan,Paid,0,False,24,,3.5,Yes
24-8870,Business Solutions & Applications (BSBA‑BSAA),2000-04-21,Filipino,Single,Male,Taguig,Paid,0,False,21,,3.5,Yes
24-9462,Cybersecurity (BSCSEC),2000-02-19,Chinese,Single,Female,Marikina,With Balance,31903,False,18,,1.0,No
24-1055,Business Intelligence & Analytics (BSBA‑BIA),2006-10-11,Filipino,Single,Male,Las Piñas,Paid,0,False,21,,3.0,Yes
24-6847,Business Intelligence & Analytics (BSBA‑BIA),2003-04-11,Filipino,Single,Female,San Juan,Paid,0,False,24,,4.0,Yes
24-2249,Business Intelligence & Analytics (BSBA‑BIA),2003-07-28,Filipino,Single,Male,Taguig,With Balance,24459,False,18,,4.0,Yes
24-7076,Business Intelligence & Analytics (BSBA‑BIA),2006-02-09,Filipino,Single,Male,Makati,Paid,0,False,15,monitoring,3.0,No
24-9796,Cybersecurity (BSCSEC),2003-01-16,Filipino,Single,Male,Malabon,Paid,0,False,24,,4.0,Yes
24-9252,Human Resource Management (BSBA‑HRM),2004-01-14,Filipino,Single,Female,San Mateo,Paid,0,False,15,,3.0,Yes
24-5509,Business Intelligence & Analytics (BSBA‑BIA),2003-12-02,Filipino,Single,Male,Caloocan,Paid,0,False,24,,4.0,Yes
24-2931,Cybersecurity (BSCSEC),2005-11-25,Filipino,Single,Female,Pasig,With Balance,15212,False,24,,4.0,Yes
24-1575,Human Resource Management (BSBA‑HRM),2006-02-03,Filipino,Single,Male,Valenzuela,Paid,0,False,18,,3.0,Yes
24-9697,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2005-08-06,Filipino,Single,Male,Navotas,Paid,0,False,24,,3.5,Yes
24-4508,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2000-04-13,Filipino,Single,Female,Makati,Paid,0,False,18,,4.0,Yes
24-9741,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2007-07-21,Filipino,Single,Male,Quezon City,Paid,0,False,18,,4.0,Yes
24-1831,Human Resource Management (BSBA‑HRM),2001-04-18,Filipino,Single,Male,Marikina,Paid,0,False,18,monitoring,2.0,No
24-4363,Business Intelligence & Analytics (BSBA‑BIA),2001-09-05,Filipino,Single,Male,Muntinlupa,Paid,0,False,21,advising,3.0,No
24-1396,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2001-06-06,Filipino,Single,Male,Makati,Paid,0,False,15,,2.0,No
24-7087,Business Intelligence & Analytics (BSBA‑BIA),2000-12-05,Vietnamese,Single,Male,Antipolo,With Balance,18546,False,18,advising,3.0,No
24-9847,Human Resource Management (BSBA‑HRM),2001-03-06,Filipino,Single,Male,Muntinlupa,Paid,0,False,24,,4.0,Yes
24-1800,Business Intelligence & Analytics (BSBA‑BIA),2003-07-12,Filipino,Single,Female,Antipolo,Paid,0,False,15,,4.0,Yes
24-5414,Human Resource Management (BSBA‑HRM),2005-11-02,Filipino,Single,Female,Quezon City,Paid,0,False,24,advising,4.0,No
24-8537,Information Systems (BS‑IS),2000-10-25,Filipino,Single,Male,Pasig,Paid,0,True,21,,2.0,Yes
24-7417,Business Solutions & Applications (BSBA‑BSAA),2000-05-21,Filipino,Single,Male,San Mateo,Paid,0,False,18,,3.5,Yes
24-4075,Human Resource Management (BSBA‑HRM),2004-04-05,Filipino,Single,Female,Cainta,With Balance,27095,False,21,,4.0,Yes
24-4976,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2002-06-24,Filipino,Single,Male,Taguig,With Balance,12692,False,24,,2.0,No
24-5777,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2002-06-25,Filipino,Single,Male,Mandaluyong,Paid,0,False,21,,3.0,Yes
24-5814,Business Intelligence & Analytics (BSBA‑BIA),2000-11-03,Filipino,Single,Female,Las Piñas,With Balance,27378,False,15,,3.0,Yes
24-7035,Business Solutions & Applications (BSBA‑BSAA),2002-05-11,Filipino,Single,Male,Imus,Paid,0,False,15,,3.5,Yes
24-4352,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2005-04-27,Filipino,Single,Male,Pasay,With Balance,36409,False,15,restrictions,3.0,No
24-9621,Human Resource Management (BSBA‑HRM),2001-09-02,Filipino,Single,Male,Bacoor,Paid,0,False,18,,3.5,Yes
24-4698,Business Intelligence & Analytics (BSBA‑BIA),2000-12-03,Chinese,Single,Female,Muntinlupa,Paid,0,False,24,,3.0,Yes
24-9592,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2002-04-27,Filipino,Single,Male,Muntinlupa,Paid,0,False,18,,3.0,Yes
24-1214,Business Solutions & Applications (BSBA‑BSAA),2007-11-23,Filipino,Single,Male,Valenzuela,With Balance,32286,False,18,,3.0,Yes
24-6665,Business Intelligence & Analytics (BSBA‑BIA),2004-10-03,Filipino,Single,Female,Taguig,Paid,0,False,24,,3.5,Yes
24-1432,Human Resource Management (BSBA‑HRM),2006-04-06,Filipino,Single,Male,Cainta,Paid,0,False,18,,3.5,Yes
24-7852,Business Intelligence & Analytics (BSBA‑BIA),2000-12-24,Filipino,Single,Female,Quezon City,Paid,0,False,21,,2.0,No
24-8023,Human Resource Management (BSBA‑HRM),2000-09-23,Filipino,Single,Female,Manila,With Balance,38666,False,15,,4.0,Yes
24-7399,Human Resource Management (BSBA‑HRM),2000-07-05,Filipino,Single,Male,Taguig,With Balance,18323,False,21,,2.0,No
24-9340,Human Resource Management (BSBA‑HRM),2001-08-21,Filipino,Single,Male,Cainta,Paid,0,False,21,,1.0,No
24-2897,Business Solutions & Applications (BSBA‑BSAA),2000-09-15,Filipino,Single,Male,Malabon,With Balance,34138,False,18,,4.0,Yes
24-7132,Information Systems (BS‑IS),2001-11-12,Filipino,Single,Male,Antipolo,Paid,0,False,15,,3.5,Yes
24-3978,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2007-05-19,Filipino,Single,Female,Cainta,Paid,0,False,21,,3.0,Yes
24-8474,Business Intelligence & Analytics (BSBA‑BIA),2002-09-26,Filipino,Single,Male,Pasig,Paid,0,False,15,,2.0,No
24-4185,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2001-03-27,Filipino,Single,Female,Pasig,Paid,0,False,15,,3.0,Yes
24-8749,Business Intelligence & Analytics (BSBA‑BIA),2007-07-01,Filipino,Single,Male,Las Piñas,With Balance,17474,False,18,,3.0,Yes
24-6927,Information Systems (BS‑IS),2002-11-18,Filipino,Single,Female,Manila,With Balance,39074,False,15,,2.0,No
24-6592,Business Intelligence & Analytics (BSBA‑BIA),2002-07-19,Filipino,Single,Male,Valenzuela,Paid,0,False,24,,3.5,Yes
24-2192,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2007-07-04,Filipino,Single,Male,Caloocan,Paid,0,False,21,,3.0,Yes
24-5127,Cybersecurity (BSCSEC),2006-09-05,Filipino,Single,Female,Antipolo,With Balance,38004,False,15,,4.0,Yes
24-4665,Business Intelligence & Analytics (BSBA‑BIA),2006-10-13,Filipino,Single,Male,Taguig,With Balance,26511,False,18,restrictions,4.0,No
24-6486,Cybersecurity (BSCSEC),2000-01-03,Filipino,Single,Female,Makati,Paid,0,False,21,monitoring,3.0,No
24-9549,Business Intelligence & Analytics (BSBA‑BIA),2007-11-14,Filipino,Single,Female,San Juan,Paid,0,False,24,,3.0,Yes
24-7401,Business Intelligence & Analytics (BSBA‑BIA),2007-03-24,Filipino,Single,Male,Cainta,Paid,0,False,15,,3.5,Yes
24-8768,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2002-10-23,Filipino,Single,Female,Manila,Paid,0,False,21,advising,4.0,No
24-8436,Business Solutions & Applications (BSBA‑BSAA),2005-06-23,Filipino,Single,Female,Taguig,With Balance,25212,False,15,,1.0,No
24-3691,Information Systems (BS‑IS),2002-01-13,Filipino,Single,Male,Antipolo,Paid,0,False,24,,3.0,Yes
24-6651,Human Resource Management (BSBA‑HRM),2007-02-22,Filipino,Single,Male,Mandaluyong,Paid,0,False,18,,3.5,Yes
24-1704,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2004-05-02,Filipino,Single,Female,Taguig,Paid,0,False,18,,3.0,Yes
24-9186,Information Systems (BS‑IS),2002-02-01,Filipino,Single,Female,Rodriguez,Paid,0,False,18,,2.0,No
24-7879,Business Intelligence & Analytics (BSBA‑BIA),2007-12-22,Filipino,Single,Female,San Juan,Paid,0,False,15,,4.0,Yes
24-6217,Human Resource Management (BSBA‑HRM),2007-12-01,Filipino,Single,Female,Pasay,With Balance,24862,False,24,,3.5,Yes
24-9134,Business Solutions & Applications (BSBA‑BSAA),2002-01-12,Filipino,Single,Male,Makati,Paid,0,False,18,,3.5,Yes
24-3608,Business Intelligence & Analytics (BSBA‑BIA),2005-01-25,Filipino,Married,Male,Imus,Paid,0,False,15,,3.0,Yes
24-3854,Business Intelligence & Analytics (BSBA‑BIA),2005-10-13,Korean,Single,Male,San Mateo,With Balance,18798,False,18,,3.0,Yes
24-5731,Cybersecurity (BSCSEC),2002-03-02,Filipino,Single,Male,Imus,Paid,0,False,21,,3.5,Yes
24-3129,Business Solutions & Applications (BSBA‑BSAA),2001-11-03,Filipino,Single,Female,Quezon City,Paid,0,False,21,,4.0,Yes
24-9912,Human Resource Management (BSBA‑HRM),2003-09-25,Japanese,Single,Female,Marikina,Paid,0,False,15,,3.0,Yes
24-9108,Information Systems (BS‑IS),2002-10-19,Filipino,Single,Male,Pasig,Paid,0,False,24,,4.0,Yes
